Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Colorado,Northern Colorado,Features,On-air,Denver Regional,EchoLink,IRLP,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Grid,WIRES-X,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Feed,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,125.5,SW,yes,447.55,442.55,123,,,,El Paso,On-Air,WA6IFI,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,125.5,WNW,yes,448.15,443.15,100,,,,Laramie,Off-Air,KB7SWR,,,WRCG,yes,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,125.5,SW,yes,447.025,442.025,123,,,,El Paso,Off-Air,Colorado Springs ARA,,,CCARC,yes,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,125.5,SW,yes,447.35,442.35,151.4,,,,El Paso,On-Air,GGARC,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,125.5,SW,yes,448.25,443.25,123,,,,El Paso,Off-Air,,,,CCARC,yes,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,125.5,SW,yes,927.8,902.8,D116,,,,Teller,On-Air,,,,CCARC,yes,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,125.5,SW,yes,448.6,443.6,114.8,,,,El Paso,,W0MOG,,,CCARC,yes,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,125.5,SW,yes,449.575,444.575,,,,,El Paso,On-Air,RMHARC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,125.5,SE,yes,146.82,146.22,156.7,,,,Thomas,On-Air,TARC,,,Kansas Repeater Council,yes,156.7,Local,,,,,,,"Closed autopatch, e-power.",,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,126.9,SW,yes,448.65,443.65,107.2,,,,Teller,On-Air,Mountain ARC (MARC),MARC,,CCARC,yes,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,126.9,SW,yes,146.82,146.22,107.2,,,,Teller,On-Air,Mountain ARC,,,CCARC,yes,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,126.9,SW,yes,449.025,444.025,141.3,,,,Teller,,Mountain Amateur Radio Club (MARC),,,CCARC,yes,,,,,,,,,Linked.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,126.9,SW,yes,145.415,144.815,179.9,,,,Teller,,MARC,,,CCARC,yes,,,,,,,,,"Closed autopatch, e-power.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,127,SW,yes,449.325,444.325,103.5,,,,Teller,On-Air,KA4EPS,Amateur Radio Motorcycle Club,,CCARC,yes,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,E-power. Allstar Node 27976,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,127,SW,yes,447.675,442.675,179.9,,,,Teller,On-Air,Mountain Amateur Radio Club (MARC),,,CCARC,yes,179.9,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,127,SW,yes,927.9,902.9,D205,,,,Teller,On-Air,MARC,,,CCARC,yes,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,127.4,NNW,yes,445.1,445.1,100,,,,Scotts Bluff,On-Air,,,,,yes,100,,,This is a simplex IRLP node.,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,127.7,SE,yes,444.4,449.4,141.3,,,,Thomas,On-Air,,,http://skect.org/default.aspx,Kansas Repeater Council,yes,,,Full-time to the  SKECT System .,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,129.3,SW,yes,448.725,443.725,123,,,,El Paso,On-Air,KA0TTF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,130.8,WSW,yes,146.895,146.295,100,,,,Park,On-Air,AB0RR,,Park County Radio Club (PCRC),CCARC,yes,100,285,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,Wed at 19:30.,,,,25,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,53.13,51.43,107.2,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,446.9125,441.9125,,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,,yes,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,145.375,144.77,,,,,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,CCARC,yes,,wide area,,Repeater off air for now.,,,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,145.13,144.53,88.5,,,,El Paso,On-Air,Colorado Connection,,,CCARC,yes,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,9,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,445.0625,440.0625,,yes,1,,El Paso,Off-Air,Rocky Mountain Ham Radio,,,CCARC,yes,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,131.5,SW,yes,927.85,902.85,D114,,,,Teller,On-Air,CMRG,,http://www.cmrg.org,CCARC,yes,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,132.5,SW,yes,145.16,144.56,107.2,,,,El Paso,On-Air,Colorado Repeater Association,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,yes,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,,,"Closed autopatch, e-power.",,,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,132.5,SW,yes,147.345,147.945,107.2,,,,El Paso,On-Air,,,http://www.cmrg.org/,CCARC,yes,107.2,Wide area.,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,"Closed autopatch, e-power.",,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,132.6,SW,yes,146.76,146.16,107.2,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,,,CCARC,yes,107.2,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,132.6,SW,yes,448.1,443.1,107.2,,,,El Paso,On-Air,,,CMRG Repeaters,CCARC,yes,107.2,Wide area.,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,132.6,SW,yes,448,443,107.2,,,,El Paso,On-Air,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,133.5,SW,yes,146.97,146.37,100,,,,El Paso,On-Air,Pikes Peak FM Assoc,,PPFMA Repeaters,CCARC,yes,123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,133.5,SW,yes,448.45,443.45,100,,,,El Paso,On-Air,Pikes Pk FM Assoc,,PPFMA Repeaters,CCARC,yes,,Wide area.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,134.7,N,yes,147.015,147.615,,,,,Box Butte,On-Air,N2VHZ,,,,yes,,Local.,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,134.9,SW,yes,927.725,902.725,D114,,,,Teller,On-Air,WA6IFI,,Yahoo Group,CCARC,yes,D114,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.","Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,134.9,SW,yes,446.95,441.95,,yes,7,,Teller,On-Air,Rocky Mountain Ham Radio,RMHAM,,,yes,,Monument Hill through Pueblo.,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,134.9,SW,yes,147.18,147.78,100,,,,El Paso,On-Air,AA0SP,,,CCARC,yes,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,135.2,SW,yes,448.8,443.8,100,,,,El Paso,Off-Air,Pikes Peak FM Assoc,,PPFMA Repeaters,CCARC,yes,100,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,135.2,SW,yes,145.265,144.665,100,,,,El Paso,Off-Air,Pikes Peak FM Association,,PPFMA Repeaters,CCARC,yes,100,Local. Good coverage of I25 in Colorado Springs.,,Repeater has been moved.,,,,,"Closed autopatch, e-power.",,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,136.2,W,yes,147.285,147.885,88.5,,,,Grand,On-Air,Colorado Connection,,,CCARC,yes,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,136.4,N,yes,146.715,146.115,103.5,,,,Box Butte,On-Air,TriCity,,,,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,136.7,ESE,yes,444.5,449.5,151.4,,,,Frontier,On-Air,dirt,Dirt Truckin,,,yes,,20,,16,,,,,link comm rlc 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,136.7,ESE,yes,444.8,449.8,162.2,,,,Red Willow,On-Air,N7UVW,Dirt Truckin,,,yes,,50,,180,,,,,Link Com RLC-1 Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,136.7,ESE,yes,147.27,147.87,,,,,Red Willow,On-Air,McCook ARA,,,,yes,,50,,,Monday Nights at 7PM,,,,Fusion Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,137.3,W,yes,447.45,442.45,103.5,,,,Grand,On-Air,W0IG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,139.1,NW,yes,447.225,442.225,,yes,11,,Albany,On-Air,Laramie County EM,Wyoming DMR Project,,WRCG,yes,,Wide area.,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,1,2,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,140.3,SW,yes,449.7,444.7,107.2,,,,Park,,CMRG,,,CCARC,yes,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,140.5,SE,yes,442.175,447.175,156.7,,,,Greeley,On-Air,WKARC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,141.6,SSW,yes,447.95,442.95,88.5,,,,Pueblo,On-Air,Pueblo Ham Club,,Pueblo Ham Club,CCARC,yes,,Wide area.,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,141.6,SSW,yes,146.79,146.19,88.5,,,,Pueblo,On-Air,Pueblo HC,,Pueblo Ham Club,CCARC,yes,CSQ,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,141.6,SSW,yes,224.26,222.66,88.5,,,,Pueblo,Off-Air,Pueblo Ham Club,,PHC repeaters,CCARC,yes,CSQ,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,141.6,NW,yes,53.03,52.03,,,,,Albany,Off-Air,K7UWR,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,143.2,SW,yes,1287.7,1267.7,67,,,,Teller,Testing,WB0WDF,,,CCARC,yes,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,143.2,SW,yes,145.46,144.86,67,,,,Teller,On-Air,WB0WDF,RGARC,,CCARC,yes,,,,,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,143.2,SW,yes,224.94,223.34,67,,,,Teller,Testing,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,143.2,SW,yes,147.015,147.615,107.2,,,,Teller,On-Air,Mountain ARC,,,CCARC,yes,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,143.2,SW,yes,447.4,442.4,67,,,,Teller,On-Air,WB0WDF,,,CCARC,yes,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,143.7,ESE,yes,145.19,144.59,,,,,Decatur,On-Air,TRI-STATE.,,,Kansas Repeater Council,yes,,Local,,,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,144,W,yes,146.82,146.22,123,,,,Grand,,GCARA,,,CCARC,yes,,,,,,,,,E-power.,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,144,W,yes,446.875,441.875,,yes,,,Clear Creek,On-Air,,RMHAM,http://www.rmham.org,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,144.4,WSW,yes,147.36,147.96,107.2,,,,Park,On-Air,,,CMRG Repeaters,CCARC,yes,107.2,Wide area.,,,,,,,E-power.,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,144.4,WSW,yes,146.685,146.085,107.2,,,,Park,On-Air,Mountain ARC (MARC),,,CCARC,yes,107.2,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,"Closed autopatch, e-power.",,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,144.6,E,yes,146.835,146.235,CSQ,,,,Lincoln,On-Air,K0KDC,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,144.6,E,yes,146.7,146.1,,,,,Lincoln,Off-Air,North Platte Progressive Amateur Radio Club,,,,yes,123,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,145.4,E,yes,147.33,147.93,123,,,,Lincoln,On-Air,Randy Allen,,,,yes,,,,,,,,,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,145.4,E,yes,444.4,449.4,123,,,,Lincoln,On-Air,Randy Allen,,,,yes,,Maxwell to Sutherland across I-80.,,,,,,,,,,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,145.4,E,yes,146.94,146.34,123,,,,Lincoln,On-Air,Charlie Allen,,,WB0CMC,yes,,,,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,145.4,E,yes,442.25,447.25,123,,,,Lincoln,Off-Air,Charlie Allen,,,,yes,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,"Sunt at 20:30 
Wed at 21:00",,,,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,146.7,SSE,yes,146.61,146.01,123,,,,Prowers,On-Air,Lamar Amateur Radio Club,,,CCARC,yes,123,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
