Name,Location,Nets
KB0UDD 146.67,"CO Clear Creek Idaho Springs, Squaw Mountain",CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.
K0GUR 448.15,"CO Denver Denver, Green Valley Ranch","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00."
KD0SSP 147.21,"CO Jefferson Lakewood, Moffat Treatment Plant",DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.
N0OBA 145.19,CO Arapahoe Aurora,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)"
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
N0FH 146.685,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
K7DAV 449.925,"UT Davis Bountiful,  golf course",DARC: Thu at 20:30.
KD0SSP 147.21,"CO Jefferson Lakewood, Moffat Treatment Plant",DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.
N7HRC 449.25,"UT Salt Lake Herriman, High School",Emergency Communications Net: Sun at 21:00.
NR7K 146.91,"UT Washington St George, Seegmiller Peak",DARC: Sun at 2000.
W0DMR 147.39,"CO Larimer Fort Collins, Timnath",Tac 310 Net: Sun at 18:00.
KC7IIB 146.7,"UT Salt Lake Salt Lake City, Ensign Peak",Weekly Net: Wed at 20:30 except 4th Wednesday.
K7JL 145.27,"UT Juab Levan, Levan Peak",State RACES: 3rd Thursday of even-numbered months.
KB0VJJ 145.4,CO Washington Akron,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
K7JL 449.4,"UT Salt Lake Salt Lake City, Ensign Peak",UVHFS Net: Tue at 20:00.
KO7SLC 447.95,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
AC7O 146.72,"UT Cache Logan, Mt Logan",BARC: Tue at 21:00.
KO7SLC 1298.75,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KO7SLC 145.15,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KB0VJJ 145.4,CO Washington Akron,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
K1DUN 449.45,"CO Clear Creek Idaho Springs, Squaw Mountain",RMRL: Mon at 20:30.
W0TX 145.49,"CO Jefferson Idaho Springs, Centennial Cone",DRC: Sun at 20:30.
W0WYX 146.94,"CO Clear Creek Idaho Springs, Squaw Mountain","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
KB0UDD 146.67,"CO Clear Creek Idaho Springs, Squaw Mountain",CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.
W7DRC 146.64,"UT Washington St George, Webb Hill",Sun at 20:00.
KB0VJJ 147.345,"CO La Plata Durango, Missionary Ridge","Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
AC7O 147.26,"UT Salt Lake Ogden, Promontory Pt",Tuesdays at 9 pm
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
N0FH 449.8,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
WA7VHF 146.84,"UT Sevier Richfield, Monroe Peak",Tue at 20:00.
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
W0JZ 146.91,CO Boulder Gold Hill,"Summer Tue at 19:30P, Winter 19:00."
W0ENO 448.8,CO Boulder Longmont,LARC: Sun at 20:00.
W7ARA 147.14,"AZ Coconino Flagstaff, Mt. Elden",2100
KC7IIB 146.7,"UT Salt Lake Salt Lake City, Ensign Peak",Weekly Net: Wed at 20:30 except 4th Wednesday.
K7JL 449.4,"UT Salt Lake Salt Lake City, Ensign Peak",UVHFS Net: Tue at 20:00.
W5SF 145.19,"NM Los Alamos Los Alamos, Pajarito Mountain",Northern New Mexico Amateur Radio Net: Mon at 20:30.
W0GCK 146.91,KS Finney Garden City,Tue at 20:30.
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
KE0SJ 145.28,"CO Jefferson Golden, Centennial Cone",Sun at 19:30. Everyone welcome.
N0FH 449.8,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
K0FEZ 146.985,"CO Denver Golden, Centennial Cone",RADOPS: Sun at 19:00.
W7SP 146.76,"UT Utah Provo, Lake Mountain",Wednesday at 19:00
W0TX 448.625,"CO Jefferson Golden, Centennial Cone",DRC: Sun at 20:30.
K7UVA 146.78,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00
K7UVA 224.56,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0
K7UVA 448.2,"UT Utah Orem, Lake Mountain","Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00"
KB0VJJ 145.31,"CO Gilpin Boulder, Thorodin Mountain","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
K7JL 147.12,"UT Salt Lake Salt Lake City, Farnsworth Peak",VHF Society Net: Tue at 20:00.
W7SP 146.62,"UT Salt Lake Salt Lake City, Farnsworth Peak",UARC: Sun at 21:00.
K7CSW 448.05,"UT Salt Lake Salt Lake City, SLC","CSW Net, Mon-Thur, 7:05am"
KC7SNO 146.82,"WY Albany Laramie, Beacon Hill",Shy-WY ARC: Thu at 19:00.
K7UB 145.43,"UT Box Elder Howell, Blue Springs Hill","Willard/Perry Sun at 19:00 9MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00."
K7UB 448.3,"UT Box Elder Howell, Blue Springs Hill","Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
W7DRC 145.45,"UT Washington Toquerville, Toquerville Hill",Sun at 20:00 hours.
N0FH 449.8,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
W0WYX 449.825,CO Boulder Broomfield,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
W7NRC 146.88,"UT Kane Kanab, TV Site",Good Morning Net: Weekdays @ 0800
K7JL 147.12,"UT Salt Lake Salt Lake City, Farnsworth Peak",VHF Society Net: Tue at 20:00.
K7JL 147.18,"UT Utah Snowbird, Hidden Peak",UVHFS: Tue at 20:00.
W7SP 146.62,"UT Salt Lake Salt Lake City, Farnsworth Peak",UARC: Sun at 21:00.
N7YSE 147.3,AZ Coconino Jacob Lake,Kane County ARES net: Mon at 08:00.
K7OGM 147.02,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
K7OGM 449.7,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
WA7VHF 448.6,"UT San Juan Page, Navajo Mountain",UVHFS: Tue at 20:00.
KB0VJJ 145.16,"CO Jackson Walden, Peterson Ridge","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
K7JL 145.27,"UT Salt Lake Brighton, Scotts Peak",State RACES: 3rd Thursday of even-numbered months.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
KG7QWU 448.875,UT Utah Lehi,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT"
W7ARA 147.14,"AZ Coconino Flagstaff, Mt. Elden",2100
W0CRA 147.225,"CO Douglas Larkspur, Westcreek","CRA Net, Sunday 9AM"
K7DAV 449.925,"UT Davis Bountiful,  golf course",DARC: Thu at 20:30.
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
KE0SJ 145.28,"CO Jefferson Golden, Centennial Cone",Sun at 19:30. Everyone welcome.
KD7NX 146.74,"UT Salt Lake Salt Lake City,  U of U Hospital",MARA: Wed at 2100.
K0FEZ 146.985,"CO Denver Golden, Centennial Cone",RADOPS: Sun at 19:00.
N0FH 146.685,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
W0TX 448.625,"CO Jefferson Golden, Centennial Cone",DRC: Sun at 20:30.
KC7BJY 146.88,"WY Sublette Big Piney,  The Hogsback",SCARC: Mon at 19:30.
AC7O 146.72,"UT Cache Logan, Mt Logan",BARC: Tue at 21:00.
K7UB 145.29,UT Box Elder Brigham City,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
K0FEZ 146.985,"CO Denver Golden, Centennial Cone",RADOPS: Sun at 19:00.
KE0SJ 145.28,"CO Jefferson Golden, Centennial Cone",Sun at 19:30. Everyone welcome.
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
W0TX 448.625,"CO Jefferson Golden, Centennial Cone",DRC: Sun at 20:30.
N7BYU 145.33,"UT Utah Provo, BYU",BYU ARC: Thu at 21:00.
KC7BJY 146.88,"WY Sublette Big Piney,  The Hogsback",SCARC: Mon at 19:30.
N0FH 146.685,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
K7UB 448.3,"UT Box Elder Howell, Blue Springs Hill","Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
W0CBI 147.15,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
N0POH 224.74,"CO Jefferson Golden, Guy Hill",ARA: Wed at 2000.
KB0VJJ 145.31,"CO Gilpin Boulder, Thorodin Mountain","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
K0IBM 448.85,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
K7UB 145.43,"UT Box Elder Howell, Blue Springs Hill","Willard/Perry Sun at 19:00 9MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00."
N7BYU 145.33,"UT Utah Provo, BYU",BYU ARC: Thu at 21:00.
AC7O 147.2,"UT Cache Logan, WA7KMF QTH",State RACES: 3rd Thu of even-numbered months.
NV7V 447,UT Utah Payson,Mountain View Stake net: Sun at 20:00.
K7UB 147.22,UT Box Elder Riverside,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00."
N7ZOI 147.2,"UT Wasatch Midway, Wilson Peak",HVARC: Wed at 20:00.
W0WYX 449.825,CO Boulder Broomfield,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
K0GUR 448.15,"CO Denver Denver, Green Valley Ranch","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00."
N0FH 146.685,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
K7UCS 147.34,"UT Utah Goshen, West Mountain",UCARES: Tues at 21:00.
KC7SNO 146.775,"WY Laramie Cheyenne, Denver Hill","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00."
W5PDO 146.88,"NM Los Alamos Los Alamos, Barranca Mesa",LAARC: Sun at 2000.
K7UB 147.22,UT Box Elder Riverside,"Willard/Perry Sun at 19:00 (MST). 
Box Elder Emergency Training: Sun at 19:30. 
GSARC Business - Wed at 20:00."
W0CBI 147.15,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
K0IBM 448.85,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
N0POH 224.74,"CO Jefferson Golden, Guy Hill",ARA: Wed at 2000.
N7HRC 449.25,"UT Salt Lake Herriman, High School",Emergency Communications Net: Sun at 21:00.
K7JL 146.86,"WY Uinta Evanston, Medicine Butte",Utah VHF Society Tuesday: 20:00
W0WYX 449.825,CO Boulder Broomfield,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
K0IBM 448.85,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
W0CBI 147.15,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
N0POH 224.74,"CO Jefferson Golden, Guy Hill",ARA: Wed at 2000.
N7ZOI 147.2,"UT Wasatch Midway, Wilson Peak",HVARC: Wed at 20:00.
KB0VJJ 145.31,"CO Gilpin Boulder, Thorodin Mountain","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
W7SP 146.62,"UT Salt Lake Salt Lake City, Farnsworth Peak",UARC: Sun at 21:00.
K7JL 147.12,"UT Salt Lake Salt Lake City, Farnsworth Peak",VHF Society Net: Tue at 20:00.
KC7BJY 146.88,"WY Sublette Big Piney,  The Hogsback",SCARC: Mon at 19:30.
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
W0JZ 146.91,CO Boulder Gold Hill,"Summer Tue at 19:30P, Winter 19:00."
AB0PC 146.895,"CO Park Bailey, Dick Mountain",Wed at 19:30.
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
KC7OZU 146.76,WY Carbon Rawlins,Sunday nite net 2030 local time.
N0OBA 145.19,CO Arapahoe Aurora,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)"
K7UB 145.29,UT Box Elder Brigham City,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
W0TX 147.33,"CO Jefferson Lakewood, Green Mountain",SATERN: Thu at 19:30.
W7ARA 147.14,"AZ Coconino Flagstaff, Mt. Elden",2100
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
K7JL 449.4,"UT Salt Lake Salt Lake City, Ensign Peak",UVHFS Net: Tue at 20:00.
KC7IIB 146.7,"UT Salt Lake Salt Lake City, Ensign Peak",Weekly Net: Wed at 20:30 except 4th Wednesday.
KB0YNA 449.4,"CO Mesa Delta, Uncompahgre Butte",RACES Wed 1930 Hrs
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
K0GUR 448.15,"CO Denver Denver, Green Valley Ranch","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00."
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
W0GCK 146.91,KS Finney Garden City,Tue at 20:30.
KE0SJ 145.28,"CO Jefferson Golden, Centennial Cone",Sun at 19:30. Everyone welcome.
K0FEZ 146.985,"CO Denver Golden, Centennial Cone",RADOPS: Sun at 19:00.
N0XLF 145.19,"CO Douglas Palmer Lake, Monument Hill",Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).
W0JZ 146.91,CO Boulder Gold Hill,"Summer Tue at 19:30P, Winter 19:00."
KB0VJJ 145.31,"CO Gilpin Boulder, Thorodin Mountain","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
W0TX 448.625,"CO Jefferson Golden, Centennial Cone",DRC: Sun at 20:30.
N0AOL 446.7375,CO Larimer Fort Collins,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 ."
KC7SNO 146.775,"WY Laramie Cheyenne, Denver Hill","Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00."
K7CSW 448.05,"UT Salt Lake Salt Lake City, SLC","CSW Net, Mon-Thur, 7:05am"
N7BYU 145.33,"UT Utah Provo, BYU",BYU ARC: Thu at 21:00.
W0GCK 146.91,KS Finney Garden City,Tue at 20:30.
N7YSE 147.3,AZ Coconino Jacob Lake,Kane County ARES net: Mon at 08:00.
KE0AE 147.06,CO Lincoln Genoa,Big Sandy Net: Wed 19:00
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
WA7VHF 448.6,"UT San Juan Page, Navajo Mountain",UVHFS: Tue at 20:00.
KO7SLC 1298.75,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KO7SLC 145.15,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
KO7SLC 447.95,"UT Salt Lake Murray, Intermountain Med Ctr",146.7
AC7O 146.72,"UT Cache Logan, Mt Logan",BARC: Tue at 21:00.
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
K7DAV 449.925,"UT Davis Bountiful,  golf course",DARC: Thu at 20:30.
AC7O 147.2,"UT Cache Logan, WA7KMF QTH",State RACES: 3rd Thu of even-numbered months.
K7UB 145.29,UT Box Elder Brigham City,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
KB0YNA 449.7,"CO San Miguel Telluride, Gray Head",RACES: Wed at 19:30.
KB0VGD 446.975,"CO Jefferson Golden, Table Mountain","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310."
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
AC7O 147.26,"UT Salt Lake Ogden, Promontory Pt",Tuesdays at 9 pm
W0WYX 449.825,CO Boulder Broomfield,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
KC7BJY 146.88,"WY Sublette Big Piney,  The Hogsback",SCARC: Mon at 19:30.
W0TX 147.33,"CO Jefferson Lakewood, Green Mountain",SATERN: Thu at 19:30.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
N7ZOI 147.2,"UT Wasatch Midway, Wilson Peak",HVARC: Wed at 20:00.
W0CBI 147.15,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
K0IBM 448.85,"CO Jefferson Golden, Guy Hill",ARA: Wed at 20:00.
N0POH 224.74,"CO Jefferson Golden, Guy Hill",ARA: Wed at 2000.
N0UGO 146.76,NE Keith Ogallala,"Sun at 19:30. 
Wed at 20:00."
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
KB0VJJ 145.31,"CO Gilpin Boulder, Thorodin Mountain","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
K7OGM 147.02,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
WB7REL 146.72,"UT Kane Glendale, Spencer Bench",Skyline RC VHF Net: Sunday at 2000 hrs
K7OGM 449.7,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
N0AOL 446.7375,CO Larimer Fort Collins,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 ."
W7SP 146.76,"UT Utah Provo, Lake Mountain",Wednesday at 19:00
K7OGM 449.7,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
K7OGM 147.02,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
W7SP 146.76,"UT Utah Provo, Lake Mountain",Wednesday at 19:00
K7UVA 224.56,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0
K7UVA 146.78,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00
K7UVA 448.2,"UT Utah Orem, Lake Mountain","Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00"
K7UVA 224.56,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0
K7UVA 146.78,"UT Utah Orem, Lake Mountain",Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:00
K7UVA 448.2,"UT Utah Orem, Lake Mountain","Ladies' Net Tue 1900, Youth Net Thu 1830, New Ham Net Thu 1900, Family History Net Sat 20:00"
WA7VHF 448.6,"UT San Juan Page, Navajo Mountain",UVHFS: Tue at 20:00.
K7JL 146.86,"WY Uinta Evanston, Medicine Butte",Utah VHF Society Tuesday: 20:00
W7SU 448.6,"UT Weber Ogden, Mt Ogden",Weber Co ARES: Tue at 20:00.
K7JL 147.18,"UT Utah Snowbird, Hidden Peak",UVHFS: Tue at 20:00.
KD0SSP 147.21,"CO Jefferson Lakewood, Moffat Treatment Plant",DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.
W0JZ 146.91,CO Boulder Gold Hill,"Summer Tue at 19:30P, Winter 19:00."
AC7O 147.26,"UT Salt Lake Ogden, Promontory Pt",Tuesdays at 9 pm
K7JL 145.27,"UT Salt Lake Brighton, Scotts Peak",State RACES: 3rd Thursday of even-numbered months.
K7UCS 147.34,"UT Utah Goshen, West Mountain",UCARES: Tues at 21:00.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
NM5SC 147.08,"NM Sandoval Placitas, La Madera",Sandoval County ARES: Mon at 19:30.
KB0VGD 446.975,"CO Jefferson Golden, Table Mountain","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310."
KC7OZU 146.76,WY Carbon Rawlins,Sunday nite net 2030 local time.
N7ZOI 147.2,"UT Wasatch Midway, Wilson Peak",HVARC: Wed at 20:00.
K0FOP 145.115,"WY Fremont Riverton, Griffey Hill",Wyoming DX association Net
KG7QWU 448.875,UT Utah Lehi,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT"
WA7GIE 147.36,"UT Summit Coalville, Lewis Peak",SCARC: Thu at 2100.
W7SP 146.62,"UT Salt Lake Salt Lake City, Farnsworth Peak",UARC: Sun at 21:00.
N0FH 449.8,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
KC7BJY 146.88,"WY Sublette Big Piney,  The Hogsback",SCARC: Mon at 19:30.
K7JL 147.12,"UT Salt Lake Salt Lake City, Farnsworth Peak",VHF Society Net: Tue at 20:00.
W0ENO 448.8,CO Boulder Longmont,LARC: Sun at 20:00.
N7ZOI 147.2,"UT Wasatch Midway, Wilson Peak",HVARC: Wed at 20:00.
K7OGM 449.7,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
K7OGM 147.02,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
K7JL 145.27,"UT Salt Lake Brighton, Scotts Peak",State RACES: 3rd Thursday of even-numbered months.
N7RUG 146.61,"WY Sweetwater Rock Springs, Aspen Mountain",Sun at 19:30.
W7DRC 145.45,"UT Washington Toquerville, Toquerville Hill",Sun at 20:00 hours.
KG7QWU 448.875,UT Utah Lehi,"CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT"
WB7REL 146.72,"UT Kane Glendale, Spencer Bench",Skyline RC VHF Net: Sunday at 2000 hrs
NM5SC 443.1,"NM Sandoval San Ysidro, Pajarito Peak",Sandoval County ARES: Mon at 19:30.
K7HEN 145.49,"UT Weber Ogden,  Promentory Pt",MARA: Wed at 2100.
AC7O 147.26,"UT Salt Lake Ogden, Promontory Pt",Tuesdays at 9 pm
KB0VJJ 145.4,CO Washington Akron,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
NR7K 146.91,"UT Washington St George, Seegmiller Peak",DARC: Sun at 2000.
K7UB 145.29,UT Box Elder Brigham City,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00."
KB0VJJ 145.16,"CO Jackson Walden, Peterson Ridge","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00."
KD0SSP 147.21,"CO Jefferson Lakewood, Moffat Treatment Plant",DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.
W0ENO 448.8,CO Boulder Longmont,LARC: Sun at 20:00.
KD5LWU 146.79,"CO Montezuma Cortez, Downtown",4
AC7O 147.2,"UT Cache Logan, WA7KMF QTH",State RACES: 3rd Thu of even-numbered months.
K7OGM 449.7,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
K7JL 147.18,"UT Utah Snowbird, Hidden Peak",UVHFS: Tue at 20:00.
K7OGM 147.02,"UT Rich Laketown, Bear Lake",State RACES: 3rd Thursday of even-numbered months.
W7DRC 146.64,"UT Washington St George, Webb Hill",Sun at 20:00.
AC7O 147.26,"UT Salt Lake Ogden, Promontory Pt",Tuesdays at 9 pm
N0AOL 446.7375,CO Larimer Fort Collins,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 ."
K1DUN 449.45,"CO Clear Creek Idaho Springs, Squaw Mountain",RMRL: Mon at 20:30.
KB0UDD 146.67,"CO Clear Creek Idaho Springs, Squaw Mountain",CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.
W0WYX 146.94,"CO Clear Creek Idaho Springs, Squaw Mountain","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00."
W0TX 145.49,"CO Jefferson Idaho Springs, Centennial Cone",DRC: Sun at 20:30.
W0TX 147.33,"CO Jefferson Lakewood, Green Mountain",SATERN: Thu at 19:30.
N0FH 146.685,CO Larimer Estes Park,ARES D-10: Thu at 19:00.
