Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Affiliate,Web links,Coverage,Features,Links,Nets,IRLP,Commands,AllStar,On-air,Feed,EchoLink,Mixed-Mode,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Grid,YSF Digital Enabled,DG-ID,Location Photo,Worldwide,North America,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,72,E,,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,72.3,E,,145.4,144.6,100,,Arapahoe,On-Air,Castle Rock Repeater Group,,CCARC,,,,,,,,,,,,,Greater Denver area.,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,72.9,NE,,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",CCARC,,,,,,,,,,,Boulder County ARES,,Wide area.,5,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,73.1,E,,449.425,444.425,D023,D023,Arapahoe,Off-Air,K0PWO,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,74.1,WNW,,449.85,444.85,131.8,131.8,Garfield,On-Air,,RACES net Wed 1930 Hrs Local,CCARC,,,,,,,,,,,Grand Mesa Repeater Assoc,http://GMRA.org,Glenwood Springs,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,74.1,WNW,,147.3,147.9,107.2,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,Single beep courtesy tone when linked and none when unlinked.,CCARC,,,,,,,,,,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",8,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,74.1,WNW,,224.02,222.42,,,Garfield,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,74.1,WNW,,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),Link Hub for 146.880.,CCARC,,,,,,,,,,,,,40,50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,75,W,,146.85,146.25,88.5,123,Garfield,On-Air,Colorado Connection,Part of the Colorado Connection System of Repeaters,CCARC,,,,,,,,,,,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,75,W,,449.6,444.6,107.2,,Garfield,On-Air,,,CCARC,,,,,,,,,,,,http://www.gmra.org,Wide area.,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,75,W,,447.1,442.1,107.2,,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,75,W,,146.88,146.28,107.2,,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,75.7,ESE,,447.625,442.625,100,100,El Paso,On-Air,KD0MDP,,,,,,,,,,,,,The Fun Machine,,,Linked.,Full-time to the  The Fun Machine System .,,7301,,28299,,,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,77.4,SE,,447.2,442.2,,,El Paso,Testing,GGARC,,,,,,,,,,,,,Garden of the Gods Amateur Radio Club,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,77.7,E,,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,CCARC,,,,,,,,,,,,k0jsc.com,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,29436,,Listen Live,24340,,,,,,,,DM79pt,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,79.5,E,,927.8375,902.025,,,Douglas,On-Air,,"Offset is -25.8125 
In Nac 294 Out Nac 293",CCARC,,,,,,,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,80.7,SSE,,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Pueblo HC,,CCARC,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,80.7,SSE,,147.06,147.66,77,77,Custer,On-Air,http://www.qsl.net/rghc,,CCARC,,,,,,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,80.7,SSE,,927.775,902.775,D116,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,System uses digital PL,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,80.7,SSE,,448.15,443.15,103.5,103.5,Custer,On-Air,Royal George ARC,,CCARC,,,,,,,,,,,,http://www.qsl.net/rghc,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,80.7,SSE,,448.325,443.325,100,100,Custer,On-Air,,,,,,,,,,,,,,The Fun Machine,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,80.8,NE,,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),,CCARC,,,,,,,,,,,,http://w0eno.org/?q=node/11,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,80.8,NE,,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,,CCARC,,,,,,,,,,,,,,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,80.8,NE,,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,CCARC,,,,,,,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,81.9,NE,,449.925,444.925,114.8,114.8,Adams,On-Air,KD0RG,,CCARC,,,,,,,,,,,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,83.6,NNE,,449.8,444.8,123,,Larimer,On-Air,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,,,,,,,,,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,83.7,NNE,,146.685,146.085,123,,Larimer,On-Air,Estes Valley ARC,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",CCARC,,,,,,,,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,85.1,NE,,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,,,,,,,,,,,,,,,,,3887,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,86.8,NE,,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,87.2,NE,,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,,,,,,,,,,,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,88.8,WSW,,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,CCARC,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,92.9,SSE,,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo HC,,CCARC,,,,,,,,,,,,Pueblo Ham Club,Wide area: Southeast Colorado.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,92.9,SSE,,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,,CCARC,,,,,,,,,,,,PHC repeaters,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,92.9,SSE,,449.625,444.625,107.2,,Custer,On-Air,,,CCARC,,,,,,,,,,,,CMRG Repeaters,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,93.4,SE,,448.975,443.975,100,100,Pueblo,On-Air,,Off air.  Will return to service,CCARC,,,,,,,,,,,,http://www.k0jsc.com,,,Full-time to the  The Fun Machine System .,,7301,,28368,,Listen Live,363976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,93.5,NNE,,147.195,147.795,100,,Larimer,On-Air,Loveland Repeater Assoc,,CCARC,,,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,94.8,NNE,,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,,CCARC,,,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,94.8,NNE,,449.575,444.575,100,,Larimer,On-Air,Loveland Rptr Assoc,,CCARC,,,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,96.1,W,,146.76,146.16,107.2,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,CCARC,,,,,,,,,,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,,,,,,243117,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,96.8,SE,,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Ham Club,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,CCARC,,,,,,,,,,,,Pueblo Ham Club,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,96.8,SE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,,,,,,,,,,,,PHC repeaters,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,96.8,SE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,CCARC,,,,,,,,,,,,Pueblo Ham Club,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,97.5,NNW,,147.21,147.81,107.2,107.2,Routt,On-Air,SSARC,,CCARC,,,,,,,,,,,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,97.6,NNW,,147.165,147.765,88.5,123,Routt,On-Air,Colorado Connection,,,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,97.6,NNW,,449.625,444.625,123,123,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,,,,,,,,,,,,,http://colcon.org,Local Steamboat Area,Statewide Linked System,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,97.8,SE,,147,147.6,,,Pueblo,On-Air,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,99.9,NNE,,448.025,443.025,100,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,100,NNE,,446.7375,441.7375,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,Repeater ID: 310803,CCARC,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Wide area: North Front Range.,DMR-MARC World Wide Network,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,,,,1,1,2,,,,,,,1,1,2,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,100,NNE,,1283.55,1263.55,100,,Larimer,On-Air,K1TJ Repeater System,,CCARC,,,,,,,,,,,,http://www.k1tj.com/,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,100,NNE,,447.45,442.45,123,,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,100.4,NNE,,927.95,902.95,100,100,Larimer,On-Air,K1TJ Repeater System,,CCARC,,,,,,,,,,,,,Northern Front Range,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,100.4,NNE,,145.115,144.515,100,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,Wide area.,7,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,100.4,NNE,,224.52,222.92,100,100,Larimer,Off-Air,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,100.4,NNE,,447.275,442.275,100,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,100.4,NNE,,927.825,902.825,100,100,Larimer,On-Air,AB0SF,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,CCARC,,,,,,,,,,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,100.5,NNW,,145.16,144.56,88.5,123,Jackson,On-Air,Colorado Connection,Part of the Colorado Connection system of repeaters.,CCARC,,,,,,,,,,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,100.6,SE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Pueblo HC,,CCARC,,,,,,,,,,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,100.6,SE,,449.725,444.725,100,,El Paso,On-Air,N0PWZ,,CCARC,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,100.6,SE,,146.655,146.055,123,CSQ,Pueblo,On-Air,K0ST,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,100.6,SE,,145.115,144.515,88.5,,Pueblo,Off-Air,Pueblo Ham Club,,CCARC,,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,100.6,SE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,CCARC,,,0,,,,,,,,,,,,,,7389,,29228,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,100.7,NNE,,145.265,144.665,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",CCARC,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,Brandmeister Network,http://www.w0dmr.org/,Northern Colorado Front Range Wide Area coverage.,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,1,1,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,100.7,NNE,,446.75,441.75,,,Larimer,On-Air,Rocky Mountain Ham Radio,See website for complete info on color codes/time slot assignment.,CCARC,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,http://www.rmham.org,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,100.8,NNE,,449.425,444.425,94.8,,Larimer,On-Air,,,,,,,,,,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,100.8,NNE,,927.875,902.875,D114,,Larimer,Off-Air,WA6IMI,Down due to lightning strike. Scheduled to return end of June 2012.,CCARC,,,,,,,,,,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,101.7,SE,,446.9875,441.9875,,,Pueblo,Off-Air,,,CCARC,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,RMHAM,Rocky Mountain Ham Radio,,,Full-time to the  Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,101.7,SE,,447.275,442.275,100,100,Pueblo,On-Air,,"Moved to Pueblo.  Now called ""Pueblo Metro""",CCARC,,,,,,,,,,,The Fun Machine,The Fun Machine,,,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,101.7,SE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,TARA,,CCARC,,,,,,,,,,,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,101.8,S,,146.64,146.04,77,77,Rio Grande,On-Air,,,,,,,,,,,,,,,,Low level local coverage,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
