Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,99,SE,,146.73,146.13,88.5,,,,,,,,Huerfano,On-Air,Pueblo Ham Club,,,,,,Pueblo Ham Club,CCARC,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,99.2,NNE,,224.6,223,100,,,,,,,,Gilpin,,W0RM,,,,,,,CCARC,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,99.3,NNE,,449.675,444.675,,,,,,,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,,,,,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,99.3,NNE,,447.925,442.925,100,,,,,,,,Denver,On-Air,RADOPS El Jebel Shriners,,,,,,,CCARC,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,99.3,NNE,,449.65,444.65,,,,,,,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,99.3,NNE,,447.9,442.9,CSQ,,,,,,,,Denver,Off-Air,WB0TPT,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,99.4,NNE,,448.55,443.55,82.5,,,,,,,,Denver,Off-Air,HPRA,,,,,,,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,99.4,NNE,,448.075,443.075,123,,,,,,,,Denver,On-Air,W0IG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,99.4,NNE,,145.475,144.875,100,,,,,,,,Jefferson,On-Air,Intermountain Repeater Group,,,,,,Intermountain Repeater Group,CCARC,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,99.4,NNE,,146.715,146.115,123,,,,,,,,Denver,On-Air,EARS,,,,,,,CCARC,,,123,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,99.9,NW,,224.02,222.42,,,,,,,,,Garfield,,SCARC,,,,,,,CCARC,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,99.9,NW,,447.6,442.6,,,,,,,,,Garfield,,Ski Country ARC (SCARC),,,,,,,CCARC,,40,,50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Link Hub for 146.880.,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,99.9,NW,,147.3,147.9,107.2,,,,,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,,,,,,,CCARC,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,8,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,99.9,NW,,449.85,444.85,131.8,,,,,,,,Garfield,On-Air,,,,,,Grand Mesa Repeater Assoc,http://GMRA.org,CCARC,,Glenwood Springs,131.8,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,Colorado State RACES  Wed 1930 local,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,100.2,NE,,145.4,144.6,100,,,,,,,,Arapahoe,On-Air,Castle Rock Repeater Group,,,,,,,CCARC,,Greater Denver area.,,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,100.3,NNE,,447.175,442.175,100,,,,,,,,Denver,On-Air,W0JRL,,,,,,,CCARC,,,100,,,,,201712,,29997,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,100.7,NE,,145.19,144.59,151.4,,,,,,,,Arapahoe,On-Air,N0OBA,,,,,,,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",131.8,Autopatch (please contact trustee).,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)","Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,101.2,NE,,449.425,444.425,D023,,,,,,,,Arapahoe,Off-Air,K0PWO,,,,,,,,,,D023,,,,Colorado SNP (Shared non-protected pair),,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,101.6,W,,146.79,146.19,107.2,,,,,,,,Montrose,On-Air,KC0UXX,,,,,,,CCARC,,,107.2,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,101.6,W,,146.91,146.31,107.2,,,,,,,,Montrose,On-Air,,,,,,,,CCARC,,,107.2,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,102.3,WSW,,147.375,147.975,156.7,,,,,,,,San Juan,On-Air,,,,,,,http://www.sjcham.com,CCARC,,Wide area.,,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,102.5,NE,,449.15,444.15,,,,,,,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,103.3,WSW,,447.525,442.525,127.3,,,,,,,,San Juan,On-Air,KB5ITS,,,,,,,CCARC,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,103.4,WSW,,145.325,144.725,127.3,,,,,,,,San Juan,On-Air,,,,,,,http://www.sjcham.com,CCARC,,,,Solar powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,103.4,WSW,,444,449,67,,,,,,,,Huerfano,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,103.5,NE,,927.8375,902.025,,,,,,,,,Douglas,On-Air,,,,,,,,CCARC,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,103.6,NE,,448.4,443.4,94.8,,,,,,,,Arapahoe,On-Air,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,103.6,NE,,448.825,443.825,,,,,,,,,Arapahoe,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,30584,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,103.6,NE,,448.275,443.275,156.7,,,,,,,,Arapahoe,On-Air,W0BG,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,103.6,NE,,448.5,443.5,100,,,,,,,,Denver,On-Air,Castle Rock Repeater Group,,,,,,,CCARC,,Greater Denver area.,,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,103.7,NNE,,449.3,444.3,100,,,,,,,,Adams,On-Air,N1UPS,,,,,,,CCARC,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,106.9,NNE,,146.7,146.1,100,,,,,,,,Boulder,On-Air,Boulder Co ARC,,,,,,BARC Repeaters,CCARC,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,106.9,WNW,,147.195,147.795,107.2,,,,,,,,Delta,,,,,,,Colorado District 25 ARES,,,,Local.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,106.9,WNW,,449.825,444.825,100,,,,,,,,Delta,,W0ALC,,,,,,,CCARC,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,106.9,WNW,,147.36,147.96,100,,,,,,,,Delta,,W0ALC,,,,,,,CCARC,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,107,NNE,,448.9,443.9,100,,,,,,,,Boulder,On-Air,Boulder ARC,,,,,,,CCARC,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,107,NNE,,146.61,146.01,100,,,,,,,,Boulder,Off-Air,Boulder Amateur Radio Club,,,,,,,CCARC,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,107.2,N,,446.875,441.875,,,,,,,,,Clear Creek,On-Air,,,,,,RMHAM,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,107.2,N,,146.82,146.22,123,,,,,,,,Grand,,GCARA,,,,,,,CCARC,,,,E-power.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,107.3,N,,147.075,147.675,88.5,,,,,,,,Grand,On-Air,Colorado Connection,,,,,,,CCARC,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,123,,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,107.5,NNE,,449.825,444.825,103.5,,,,,,,,Boulder,On-Air,Rocky Mountain Radio League,,,,,,Repeater,CCARC,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,6,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,107.5,NNE,,448.925,443.925,131.8,,,,,,,,Boulder,On-Air,W0LMA,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,107.9,NNE,,147.045,147.645,123,,,,,,,,Adams,On-Air,Northglenn RA,,,,,,,CCARC,,,CSQ,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,109.4,NNE,,446.8625,441.8625,,,,,,,,,Boulder,On-Air,Boulder County ARES,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,109.4,NNE,,1299.5,1279.5,,,,,,,,,Boulder,On-Air,Boulder County ARES,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,109.4,NNE,,446.8,441.8,,,7,,,,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,CCARC,,Wide area.,,,Full-time to the  Colorado TRBO System .,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,109.5,NNE,,449.55,444.55,100,,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,,,,,,,CCARC,,Denver metro area.,,8,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,109.5,NNE,,449.4,444.4,91.5,,,,,,,,Boulder,Off-Air,BARC,,,,,,http://www.ked-wireless.com/products1.htm,CCARC,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,110,NE,,448.15,443.15,141.3,,,,,,,,Denver,On-Air,K0GUR,,,,,,k0jsc.com,CCARC,DM79pt,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",141.3,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,24340,,29436,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,110.2,NNE,,146.91,147.51,123,,,,,,,,Boulder,On-Air,,,,,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",127.3,,,"Summer Tue at 19:30P, Winter 19:00.",There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,110.5,SSW,,146.61,146.01,123,,,,,,,,Archuleta,On-Air,,,,,,,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,110.6,WNW,,145.355,144.755,88.5,,,,,,,,Mesa,On-Air,Colorado Connection,,,,,,,CCARC,,"Rifle to the east, several miles east of Green River, Utah to the west.",123,E-power.,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,110.6,WNW,,449.65,444.65,151.4,,,,,,,,Mesa,On-Air,Keri Washburn,,,,,,,CCARC,,Wide area coverage,151.4,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,8162,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,111,WNW,,447.35,442.35,107.2,,,,,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),,,,,,GMRA Repeaters,CCARC,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,111.7,NNE,,145.46,144.86,107.2,,,,,,,,Boulder,On-Air,Colorado Repeater Association (CRA),,,,,CRA VHF Link System,,CCARC,,Boulder/Denver Metro,107.2,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,347086,3990,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,111.7,NNE,,447.975,442.975,107.2,,,,,,,,Boulder,On-Air,Colorado Repeater Association (CRA),,,,,,,CCARC,,Wide area: Boulder/Longmont area.,107.2,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,111.7,NNE,,446.9875,441.9875,,,7,,,,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,,,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,111.7,NNE,,145.3875,144.7875,,,,,,,,,Boulder,On-Air,Boulder County ARES,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,http://bouldercountyares.org/technical/d-star,CCARC,,20,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,111.7,NNE,,224.02,222.42,,,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,,,,,,RMVHS repeaters,CCARC,,Denver metro area.,,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,111.7,NNE,,447.75,442.75,141.3,,,,,,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,,,CCARC,,,141.3,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,111.7,NNE,,1283.8625,1263.8625,,,,,,,,,Boulder,On-Air,Boulder County ARES,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,20,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,111.7,NNE,,445.05,440.05,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,,,CCARC,,Wide area,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,112.7,NNE,,146.73,146.13,91.5,,,,,,,,Boulder,Off-Air,BARC,,,,,,http://www.ked-wireless.com/products1.htm,CCARC,DN70jb,Local,91.5,12,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,113.3,E,,147.105,147.705,107.2,,,,,,,,Elbert,On-Air,ARES of Douglas and Elbert Counties,,,,,Colorado Repeater Association,http://www.w0cra.org/,CCARC,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",107.2,Linked to CRA 447.150 - Conifer,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,113.4,WSW,,449.7,444.7,107.2,,,,,,,,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),,,,,,,CCARC,,Wide Area via links - Western Colorado - Eastern Utah,107.2,E-power.,Full-time to the  GMRA Open System .,RACES: Wed at 19:30.,Closed IRLP out - Ask for a control Op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,113.9,WSW,,147.27,147.87,127.3,,,,,,,,San Juan,On-Air,KB5ITT,,,,,Durango ARC,,CCARC,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,114.3,NNE,,146.76,146.16,100,,,,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,,,,,Boulder County ARES,,CCARC,,Wide area.,,5,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,115.2,NW,,146.76,146.16,107.2,,,,,,,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,,,,,,CCARC,DM69cl,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,E-power.,,,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,115.7,S,,147.22,147.82,100,,,,,,,,Rio Arriba,On-Air,New Mexico Mega Link Assoc,,,,,,,NMFCC,,Wide area.,,10,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,115.8,S,,146.76,146.16,67,,,,,,,,Rio Arriba,On-Air,Taos ARC,,,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,116.2,WNW,,449.5,444.5,107.2,,,,,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),,,,,,,CCARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,116.7,SSW,,147.08,147.68,162.2,,,,,,,,Rio Arriba,On-Air,SFARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,116.7,NNE,,147.03,147.63,100,,,,,,,,Boulder,On-Air,KI0HG,,,,,Boulder County Amateur Radio Emergency Service,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,118.4,NNE,,449.925,444.925,114.8,,,,,,,,Adams,On-Air,KD0RG,,,,,K0UPS Club,,CCARC,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,121.8,NNE,,447.3,442.3,107.2,,,,,,,,Weld,On-Air,,,,,,,,CCARC,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,122.6,NNE,,448.8,443.8,88.5,,,,,,,,Boulder,On-Air,Longmont ARC,,,,,,,CCARC,,,88.5,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
